datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
19970911-15:00,Light Rain,27,0,0,31.8,100,,1006,1,0,27,0,0,,0,North,,,
19970911-16:00,Haze,27,0,0,31.8,100,,1007,0,0,27,0,0,2,0,North,,,0
19970911-17:00,Haze,27,0,0,31.8,100,,1007,0,0,27,0,0,1.5,0,North,,,0
19970911-18:00,Haze,27,0,0,31.8,100,,1007,0,0,27,0,0,1.5,0,North,,,0
19970911-19:00,Haze,27,0,0,31.8,100,,1006,0,0,27,0,0,1.5,0,North,,,0
19970911-20:00,Haze,27,0,0,31.8,100,,1006,0,0,27,0,0,1.3,0,North,,,0
19970911-21:00,Haze,27,0,0,31.8,100,,1005,0,0,27,0,0,,0,North,,,
19970911-22:00,Haze,27,0,0,31.8,100,,1005,0,0,27,0,0,1.3,0,North,,,0
19970912-00:00,Haze,27,0,0,31.8,100,,1005,0,0,27,0,0,,0,North,,,
19970912-01:00,Haze,27,0,0,31.8,100,,1006,0,0,27,0,0,,0,North,,,
19970912-02:00,Light Rain,27,0,0,31.8,100,,1007,1,0,27,0,0,,0,North,,,
19970912-03:00,Rain,25,0,0,,94,,1007,1,0,26,0,0,2,0,North,,,0
19970912-04:00,Haze,27,0,0,31.8,100,,1007,0,0,27,0,0,1.6,0,North,,,0
19970912-05:00,Haze,27,0,0,31.8,100,,1007,0,0,27,0,0,1.8,0,North,,,0
19970912-06:00,Haze,27,0,0,34.5,94,,1007,0,0,28,0,0,2,120,ESE,,,5.6
19970912-07:00,Haze,27,0,0,38.8,84,,1006,0,0,30,0,0,2.5,0,North,,,0
19970912-08:00,Haze,27,0,0,38.8,84,,1005,0,0,30,0,0,2.8,0,North,,,0
19970912-09:00,Haze,27,0,0,38.8,84,,1005,0,0,30,0,0,4,170,South,,,9.3
19970912-11:00,Scattered Clouds,26,0,0,35.6,84,,1004,0,0,29,0,0,6,150,SSE,,,7.4
19970912-12:00,Scattered Clouds,26,0,0,35.6,84,,1004,0,0,29,0,0,6,110,ESE,,,9.3
19970912-13:00,Scattered Clouds,27,0,0,34.5,94,,1005,0,0,28,0,0,6,180,South,,,5.6
19970912-14:00,Haze,26,0,0,31.2,94,,1006,0,0,27,0,0,,0,North,,,
19970912-15:00,Haze,26,0,0,31.2,94,,1007,0,0,27,0,0,4,0,North,,,0
19970912-16:00,Haze,26,0,0,31.2,94,,1007,0,0,27,0,0,3.5,130,SE,,,3.7
19970912-17:00,Haze,26,0,0,,100,,1007,0,0,26,0,0,3,130,SE,,,7.4
19970912-18:00,Haze,26,0,0,,100,,1007,0,0,26,0,0,3,130,SE,,,3.7
19970912-19:00,Haze,26,0,0,,100,,1007,0,0,26,0,0,3,0,North,,,0
19970912-20:00,Haze,25,0,0,,100,,1007,0,0,25,0,0,3,100,East,,,5.6
19970912-21:00,Haze,25,0,0,,100,,1006,0,0,25,0,0,2.2,0,North,,,0
19970912-22:00,Haze,25,0,0,,100,,-9999,0,0,25,0,0,,0,North,,,
19970912-23:00,Haze,25,0,0,,100,,1006,0,0,25,0,0,1.8,0,North,,,0
19970913-00:00,Haze,25,0,0,,100,,1007,0,0,25,0,0,1.5,0,North,,,0
19970913-01:00,Mostly Cloudy,25,0,0,,100,,1008,0,0,25,0,0,1.2,110,ESE,,,7.4
19970913-02:00,Mostly Cloudy,26,0,0,,100,,1009,0,0,26,0,0,2,110,ESE,,,7.4
19970913-03:00,Mostly Cloudy,27,0,0,31.8,100,,1009,0,0,27,0,0,2.4,140,SE,,,5.6
19970913-04:00,Haze,26,0,0,35.6,84,,1009,0,0,29,0,0,2.8,130,SE,,,5.6
19970913-05:00,Haze,27,0,0,38.8,84,,1009,0,0,30,0,0,4.5,0,North,,,0
19970913-06:00,Mostly Cloudy,26,0,0,39.2,75,,1009,0,0,31,0,0,6,80,East,,,3.7
19970913-07:00,Haze,27,0,0,40.5,79,,1008,0,0,31,0,0,5,0,North,,,0
19970913-08:00,Haze,27,0,0,40.5,79,,1008,0,0,31,0,0,3.5,0,North,,,0
19970913-09:00,Haze,26,0,0,40.4,70,,1007,0,0,32,0,0,3,110,ESE,,,3.7
19970913-10:00,Haze,26,0,0,40.4,70,,1006,0,0,32,0,0,3,0,North,,,0
19970913-11:00,Haze,26,0,0,40.4,70,,1006,0,0,32,0,0,,0,North,,,
19970913-14:00,Smoke,27,0,0,38.8,84,,1008,0,0,30,0,0,2,0,North,,,0
19970913-15:00,Smoke,27,0,0,38.8,84,,1008,0,0,30,0,0,2,0,North,,,0
19970913-16:00,Smoke,28,0,0,38.1,94,,1008,0,0,29,0,0,1.6,0,North,,,0
19970913-17:00,Smoke,27,0,0,34.5,94,,1008,0,0,28,0,0,1.6,0,North,,,0
19970913-18:00,Smoke,27,0,0,34.5,94,,1008,0,0,28,0,0,1.8,0,North,,,0
19970913-19:00,Clear,27,0,0,34.5,94,,1008,0,0,28,0,0,2,0,North,,,0
19970913-20:00,Clear,27,0,0,34.5,94,,1008,0,0,28,0,0,,0,North,,,
19970913-21:00,Clear,27,0,0,31.8,100,,1008,0,0,27,0,0,,0,North,,,
19970913-22:00,Clear,26,0,0,31.2,94,,1007,0,0,27,0,0,3,0,North,,,0
19970913-23:00,Partly Cloudy,26,0,0,31.2,94,,1008,0,0,27,0,0,3.5,0,North,,,0
19970914-01:00,Scattered Clouds,26,0,0,31.2,94,,1009,0,0,27,0,0,3,0,North,,,0
19970914-02:00,Haze,26,0,0,33.6,89,,1009,0,0,28,0,0,3,240,WSW,,,9.3
19970914-03:00,Haze,26,0,0,37.4,79,,1009,0,0,30,0,0,4,290,WNW,,,7.4
19970914-04:00,Haze,27,0,0,42.3,75,,1009,0,0,32,0,0,,0,North,,,
19970914-05:00,Haze,26,0,0,41.8,66,,1008,0,0,33,0,0,5,270,West,,,9.3
19970914-06:00,Haze,27,0,0,45.3,67,,1008,0,0,34,0,0,5,250,WSW,,,5.6
19970914-07:00,Haze,25,0,0,43.2,56,,1008,0,0,35,0,0,5,260,West,,,9.3
19970914-08:00,Haze,25,0,0,43.2,56,,1007,0,0,35,0,0,5,250,WSW,,,11.1
19970914-09:00,Haze,25,0,0,44.5,53,,1005,0,0,36,0,0,5,250,WSW,,,9.3
19970914-10:00,Haze,25,0,0,43.2,56,,1005,0,0,35,0,0,5,230,SW,,,9.3
19970914-11:00,Rain,26,0,0,33.6,89,,1005,1,0,28,0,0,4,230,SW,,,18.5
19970914-12:00,Haze,26,0,0,33.6,89,,1005,0,0,28,0,0,5,200,SSW,,,5.6
19970914-13:00,Haze,27,0,0,34.5,94,,1005,0,0,28,0,0,4,0,North,,,0
19970914-14:00,Haze,25,0,0,32.7,84,,1006,0,0,28,0,0,4,280,West,,,5.6
19970914-15:00,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,4,0,North,,,0
19970914-17:00,Scattered Clouds,27,0,0,34.5,94,,1007,0,0,28,0,0,2,240,WSW,,,5.6
19970914-18:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,2.5,0,North,,,0
19970914-19:00,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,2.5,0,North,,,0
19970914-20:00,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,2.5,0,North,,,0
19970914-21:00,Haze,25,0,0,30.6,89,,1006,0,0,27,0,0,3,240,WSW,,,7.4
19970914-22:00,Haze,24,0,0,30.1,84,,1006,0,0,27,0,0,4,280,West,,,5.6
19970914-23:00,Haze,25,0,0,30.6,89,,1006,0,0,27,0,0,4,0,North,,,0
19970915-00:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,,0,North,,,
19970915-01:00,Rain,25,0,0,30.6,89,,1008,1,0,27,0,0,2.4,40,NE,,,14.8
19970915-02:00,Haze,25,0,0,,100,,1008,0,0,25,0,0,4,70,ENE,,,5.6
19970915-03:00,Haze,25,0,0,30.6,89,,1009,0,0,27,0,0,3.5,180,South,,,7.4
19970915-04:00,Haze,26,0,0,37.4,79,,1009,0,0,30,0,0,,0,North,,,
19970915-05:00,Haze,26,0,0,39.2,75,,1009,0,0,31,0,0,4,250,WSW,,,14.8
19970915-07:00,Partly Cloudy,25,0,0,40.6,63,,1007,0,0,33,0,0,6,280,West,,,18.5
19970915-09:00,Scattered Clouds,27,0,0,46.5,63,,1005,0,0,35,0,0,7,280,West,,,9.3
19970915-10:00,Scattered Clouds,26,0,0,44.6,59,,1005,0,0,35,0,0,7,0,North,,,0
19970915-11:00,Mostly Cloudy,25,0,0,43.2,56,,1004,0,0,35,0,0,7,280,West,,,16.7
19970915-12:00,Scattered Clouds,26,0,0,40.4,70,,1004,0,0,32,0,0,6,0,North,,,0
19970915-13:00,Haze,26,0,0,37.4,79,,1005,0,0,30,0,0,4.5,0,North,,,0
19970915-14:00,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,4,230,SW,,,5.6
19970915-16:00,Haze,24,0,0,30.1,84,,1007,0,0,27,0,0,4,200,SSW,,,5.6
19970915-17:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,,0,North,,,
19970915-18:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,,0,North,,,
19970915-19:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,,0,North,,,
19970915-21:00,Haze,,0,0,,N/A,,1006,0,0,,0,0,4,240,WSW,,,3.7
19970915-22:00,Haze,25,0,0,,94,,1006,0,0,26,0,0,4,0,North,,,0
19970915-23:00,Haze,25,0,0,,94,,1006,0,0,26,0,0,4,260,West,,,3.7
19970916-00:00,Haze,25,0,0,,94,,1006,0,0,26,0,0,4,230,SW,,,3.7
19970916-01:00,Haze,24,0,0,,89,,1007,0,0,26,0,0,4,230,SW,,,5.6
19970916-02:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,4,230,SW,,,7.4
19970916-03:00,Haze,25,0,0,34.5,79,,1009,0,0,29,0,0,5,270,West,,,9.3
19970916-04:00,Haze,25,0,0,37.6,70,,1009,0,0,31,0,0,5,260,West,,,16.7
19970916-05:00,Haze,,0,0,,N/A,,1009,0,0,,0,0,5,290,WNW,,,18.5
19970916-06:00,Mostly Cloudy,27,0,0,36.8,89,,1009,0,0,29,0,0,7,280,West,,,9.3
19970916-07:00,Mostly Cloudy,27,0,0,38.8,84,,1009,0,0,30,0,0,7,260,West,,,11.1
19970916-15:00,Haze,26,0,0,33.6,89,,1008,0,0,28,0,0,3.5,0,North,,,0
19970916-16:00,Haze,25,0,0,32.7,84,,1008,0,0,28,0,0,3.5,0,North,,,0
19970916-17:00,Haze,25,0,0,32.7,84,,1009,0,0,28,0,0,3,0,North,,,0
19970916-18:00,Haze,26,0,0,33.6,89,,1009,0,0,28,0,0,3,0,North,,,0
19970916-19:00,Haze,25,0,0,32.7,84,,1008,0,0,28,0,0,3,0,North,,,0
19970916-21:00,Haze,26,0,0,31.2,94,,-9999,0,0,27,0,0,,0,North,,,
19970916-22:00,Haze,26,0,0,31.2,94,,1008,0,0,27,0,0,4,0,North,,,0
19970916-23:00,Haze,26,0,0,31.2,94,,1008,0,0,27,0,0,4,0,North,,,0
19970917-00:00,Haze,26,0,0,31.2,94,,1009,0,0,27,0,0,4,0,North,,,0
19970917-07:00,Scattered Clouds,25,0,0,41.8,59,,1009,0,0,34,0,0,8,290,WNW,,,13
19970917-08:00,Scattered Clouds,25,0,0,43.2,56,,1008,0,0,35,0,0,8,300,WNW,,,7.4
19970917-09:00,Partly Cloudy,25,0,0,43.2,56,,1007,0,0,35,0,0,8,320,NW,,,11.1
19970917-11:00,Scattered Clouds,25,0,0,43.2,56,,1007,0,0,35,0,0,6,290,WNW,,,9.3
19970917-12:00,Smoke,25,0,0,41.8,59,,1007,0,0,34,0,0,5,220,SW,,,3.7
19970917-13:00,Smoke,27,0,0,40.5,79,,1008,0,0,31,0,0,4.5,0,North,,,0
19970917-14:00,Smoke,25,0,0,36,74,,1008,0,0,30,0,0,,0,North,,,0
19970917-15:00,Haze,24,0,0,35,70,,1010,0,0,30,0,0,4,240,WSW,,,7.4
19970917-16:00,Haze,24,0,0,33.5,74,,1010,0,0,29,0,0,4,0,North,,,0
19970917-17:00,Haze,24,0,0,33.5,74,,1010,0,0,29,0,0,4,0,North,,,0
19970917-18:00,Haze,24,0,0,33.5,74,,1010,0,0,29,0,0,3,0,North,,,0
19970918-00:00,Haze,23,0,0,29.6,79,,1010,0,0,27,0,0,4,0,North,,,0
19970918-01:00,Haze,24,0,0,30.1,84,,-9999,0,0,27,0,0,4,0,North,,,0
19970918-02:00,Haze,24,0,0,33.5,74,,1011,0,0,29,0,0,4,220,SW,,,5.6
19970918-03:00,Haze,24,0,0,35,70,,1011,0,0,30,0,0,4.5,270,West,,,5.6
19970918-04:00,Haze,25,0,0,37.6,70,,1011,0,0,31,0,0,,0,North,,,
19970918-07:00,Mostly Cloudy,23,0,0,40.3,49,,1009,0,0,35,0,0,,0,North,,,
19970918-08:00,Mostly Cloudy,23,0,0,41.8,47,,1008,0,0,36,0,0,8,320,NW,,,14.8
19970918-09:00,Mostly Cloudy,23,0,0,41.8,47,,1007,0,0,36,0,0,7,310,NW,,,13
19970918-10:00,Mostly Cloudy,23,0,0,42.9,44,,1006,0,0,37,0,0,7,300,WNW,,,14.8
19970918-11:00,Scattered Clouds,23,0,0,42.9,44,,1006,0,0,37,0,0,,0,North,,,
19970918-12:00,Partly Cloudy,22,0,0,39.5,47,,1006,0,0,35,0,0,6,300,WNW,,,14.8
19970918-13:00,Haze,24,0,0,40.6,56,,1006,0,0,34,0,0,4,320,NW,,,7.4
19970918-14:00,Haze,26,0,0,41.8,66,,1007,0,0,33,0,0,3,0,North,,,0
19970918-15:00,Haze,26,0,0,39.2,75,,1008,0,0,31,0,0,2.5,0,North,,,0
19970918-16:00,Haze,26,0,0,37.4,79,,1008,0,0,30,0,0,2.2,0,North,,,0
19970918-17:00,Haze,25,0,0,36,74,,1008,0,0,30,0,0,2,0,North,,,0
19970918-18:00,Haze,25,0,0,34.5,79,,1008,0,0,29,0,0,2,0,North,,,0
19970918-20:00,Haze,25,0,0,32.7,84,,1007,0,0,28,0,0,2.2,0,North,,,0
19970918-22:00,Haze,25,0,0,32.7,84,,1007,0,0,28,0,0,3.5,250,WSW,,,3.7
19970918-23:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,3.5,250,WSW,,,5.6
19970919-00:00,Haze,25,0,0,30.6,89,,1008,0,0,27,0,0,3.5,240,WSW,,,3.7
19970919-01:00,Haze,24,0,0,31.9,79,,1008,0,0,28,0,0,3,250,WSW,,,13
19970919-02:00,Haze,24,0,0,35,70,,1009,0,0,30,0,0,4,260,West,,,14.8
19970919-03:00,Partly Cloudy,24,0,0,36.4,66,,1009,0,0,31,0,0,,0,North,,,
19970919-04:00,Haze,23,0,0,36.8,59,,1009,0,0,32,0,0,5,280,West,,,24.1
19970919-05:00,Haze,24,0,0,39.2,59,,1009,0,0,33,0,0,,0,North,,,
19970919-06:00,Haze,23,0,0,39.1,52,,1008,0,0,34,0,0,,0,North,,,
19970919-07:00,Partly Cloudy,24,0,0,43.1,50,,1008,0,0,36,0,0,6,300,WNW,,,14.8
19970919-09:00,Scattered Clouds,21,0,0,39.5,41,,1006,0,0,36,0,0,6,320,NW,,,25.9
19970919-10:00,Scattered Clouds,23,0,0,41.8,47,,1005,0,0,36,0,0,6,290,WNW,,,14.8
19970919-11:00,Scattered Clouds,22,0,0,40.6,44,,1005,0,0,36,0,0,6,290,WNW,,,13
19970919-12:21,Smoke,22,0,0,39.5,47,,1005,0,0,35,0,0,5,320,NW,,,7.4
19970919-13:00,Smoke,22,0,0,38.1,49,,1005,0,0,34,0,0,4.5,310,NW,,,7.4
19970919-14:00,Smoke,23,0,0,36.8,59,,1006,0,0,32,0,0,3.5,280,West,,,3.7
19970919-15:00,Smoke,23,0,0,35.4,62,,1006,0,0,31,0,0,,0,North,,,
19970919-16:00,Haze,24,0,0,36.4,66,,1006,0,0,31,0,0,4,0,North,,,0
19970919-17:00,Haze,24,0,0,36.4,66,,1017,0,0,31,0,0,,0,North,,,
19970919-18:00,Haze,24,0,0,35,70,,1007,0,0,30,0,0,3.5,260,West,,,5.6
19970919-19:00,Haze,23,0,0,34.1,66,,1007,0,0,30,0,0,4,230,SW,,,3.7
19970919-20:00,Haze,23,0,0,32.7,70,,1007,0,0,29,0,0,,0,North,,,
19970919-21:00,Haze,24,0,0,33.5,74,,1007,0,0,29,0,0,,0,North,,,
19970919-22:00,Haze,23,0,0,31.2,74,,1007,0,0,28,0,0,4,0,North,,,0
19970919-23:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,4,0,North,,,0
19970920-00:00,Haze,24,0,0,30.1,84,,1009,0,0,27,0,0,4,0,North,,,0
19970920-01:00,Haze,24,0,0,30.1,84,,1009,0,0,27,0,0,4,240,WSW,,,3.7
19970920-02:00,Haze,24,0,0,33.5,74,,1010,0,0,29,0,0,4,260,West,,,7.4
19970920-03:00,Haze,23,0,0,34.1,66,,1010,0,0,30,0,0,4,270,West,,,13
19970920-04:00,Haze,23,0,0,36.8,59,,1011,0,0,32,0,0,4.5,260,West,,,16.7
19970920-05:00,Haze,23,0,0,37.8,55,,1010,0,0,33,0,0,5,270,West,,,18.5
19970920-06:00,Scattered Clouds,23,0,0,39.1,52,,1010,0,0,34,0,0,6,280,West,,,16.7
19970920-07:00,Partly Cloudy,23,0,0,40.3,49,,1009,0,0,35,0,0,7,290,WNW,,,9.3
19970920-08:00,Mostly Cloudy,22,0,0,40.6,44,,1008,0,0,36,0,0,8,270,West,,,11.1
19970920-09:00,Scattered Clouds,22,0,0,40.6,44,,1007,0,0,36,0,0,7,250,WSW,,,13
19970920-10:00,Mostly Cloudy,22,0,0,42,42,,-9999,0,0,37,0,0,7,300,WNW,,,13
19970920-11:00,Scattered Clouds,22,0,0,40.6,44,,1006,0,0,36,0,0,6,300,WNW,,,5.6
19970920-12:00,Scattered Clouds,22,0,0,39.5,47,,1006,0,0,35,0,0,6,280,West,,,7.4
19970920-13:00,Haze,24,0,0,40.6,56,,1007,0,0,34,0,0,,0,North,,,
19970920-14:00,Haze,25,0,0,40.6,63,,1008,0,0,33,0,0,3.5,0,North,,,0
19970920-15:00,Haze,25,0,0,37.6,70,,1008,0,0,31,0,0,3,0,North,,,0
19970920-16:00,Haze,26,0,0,39.2,75,,1009,0,0,31,0,0,2.2,0,North,,,0
19970920-17:00,Haze,26,0,0,39.2,75,,1009,0,0,31,0,0,2,0,North,,,0
19970920-18:00,Haze,26,0,0,39.2,75,,1009,0,0,31,0,0,,0,North,,,
19970920-19:00,Haze,26,0,0,37.4,79,,1009,0,0,30,0,0,2,0,North,,,0
19970920-20:00,Haze,24,0,0,33.5,74,,1008,0,0,29,0,0,2,0,North,,,0
19970920-21:00,Haze,24,0,0,31.9,79,,-9999,0,0,28,0,0,2.5,220,SW,,,3.7
19970920-22:00,Haze,24,0,0,31.9,79,,1007,0,0,28,0,0,2.5,220,SW,,,3.7
19970920-23:00,Haze,25,0,0,30.6,89,,1007,0,0,27,0,0,3,260,West,,,7.4
19970921-00:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,,250,WSW,,,7.4
19970921-01:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,3,220,SW,,,5.6
19970921-03:00,Haze,23,0,0,35.4,62,,1010,0,0,31,0,0,4.5,270,West,,,20.4
19970921-04:00,Haze,23,0,0,36.8,59,,1010,0,0,32,0,0,4.5,260,West,,,18.5
19970921-05:00,Partly Cloudy,23,0,0,37.8,55,,1010,0,0,33,0,0,6,290,WNW,,,20.4
19970921-06:00,Partly Cloudy,24,0,0,40.6,56,,1009,0,0,34,0,0,8,260,West,,,7.4
19970921-07:00,Scattered Clouds,22,0,0,40.6,44,,1008,0,0,36,0,0,8,280,West,,,11.1
19970921-08:00,Partly Cloudy,21,0,0,39.5,41,,1007,0,0,36,0,0,8,290,WNW,,,14.8
19970921-09:00,Partly Cloudy,20,0,0,38.8,39,,1006,0,0,36,0,0,6,320,NW,,,14.8
19970921-10:00,Haze,21,0,0,38.5,44,,1006,0,0,35,0,0,5,320,NW,,,14.8
19970921-11:00,Haze,22,0,0,39.5,47,,1006,0,0,35,0,0,5,50,NE,,,18.5
19970921-12:00,Haze,23,0,0,32.7,70,,1007,0,0,29,0,0,4,100,East,29.6,,11.1
19970921-13:00,Haze,24,0,0,31.9,79,,1006,0,0,28,0,0,4,90,East,,,3.7
19970921-14:00,Haze,23,0,0,31.2,74,,1007,0,0,28,0,0,3.5,0,North,,,0
19970921-15:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,,90,East,,,5.6
19970921-16:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,2.8,90,East,,,7.4
19970921-17:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,2.8,620,North,,,3.7
19970921-18:00,Haze,24,0,0,,89,,1009,0,0,26,0,0,2.8,0,North,,,0
19970921-19:00,Haze,24,0,0,30.1,84,,1009,0,0,27,0,0,2.8,150,SSE,,,3.7
19970921-20:00,Haze,24,0,0,,89,,1009,0,0,26,0,0,2.8,0,North,,,0
19970921-21:00,Haze,23,0,0,,83,,1008,0,0,26,0,0,2.5,0,North,,,0
19970921-22:00,Haze,23,0,0,,83,,1008,0,0,26,0,0,,0,North,,,
19970921-23:00,Haze,23,0,0,,83,,1008,0,0,26,0,0,,0,North,,,0
19970922-00:00,Haze,23,0,0,,89,,1009,0,0,25,0,0,,0,North,,,
19970922-01:00,Haze,23,0,0,,83,,1009,0,0,26,0,0,,0,North,,,
19970922-02:00,Haze,25,0,0,34.5,79,,1010,0,0,29,0,0,,0,North,,,
19970922-03:00,Haze,23,0,0,35.4,62,,1010,0,0,31,0,0,,0,North,,,
19970922-04:00,Haze,23,0,0,36.8,59,,1011,0,0,32,0,0,4,280,West,,,9.3
19970922-05:00,Haze,23,0,0,39.1,52,,1010,0,0,34,0,0,4,300,WNW,,,5.6
19970922-06:00,Haze,23,0,0,40.3,49,,1010,0,0,35,0,0,5,320,NW,,,7.4
19970922-12:00,Clear,22,0,0,38.1,49,,1006,0,0,34,0,0,6,350,North,,,7.4
19970922-13:00,Haze,23,0,0,37.8,55,,1007,0,0,33,0,0,4,350,North,,,3.7
19970922-15:00,Haze,24,0,0,37.7,62,,1008,0,0,32,0,0,2.4,0,North,,,0
19970922-16:00,Haze,24,0,0,35,70,,1008,0,0,30,0,0,2,0,North,,,0
19970922-17:00,Haze,25,0,0,34.5,79,,1008,0,0,29,0,0,1.8,0,North,,,0
19970922-18:00,Haze,25,0,0,30.6,89,,1008,0,0,27,0,0,1.8,0,North,,,0
19970922-19:00,Haze,25,0,0,32.7,84,,1008,0,0,28,0,0,1.8,0,North,,,0
19970922-20:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,2,0,North,,,0
19970922-21:00,Haze,24,0,0,30.1,84,,1008,0,0,27,0,0,,0,North,,,
19970922-22:00,Haze,23,0,0,,83,,1008,0,0,26,0,0,2,250,WSW,,,5.6
19970922-23:00,Haze,22,0,0,,78,,1008,0,0,26,0,0,2.2,230,SW,,,3.7
19970923-00:00,Haze,22,0,0,,78,,1009,0,0,26,0,0,2.2,250,WSW,,,5.6
19970923-01:00,Haze,22,0,0,,78,,1009,0,0,26,0,0,2.2,230,SW,,,3.7
19970923-02:00,Haze,22,0,0,30.7,70,,1010,0,0,28,0,0,2.2,270,West,,,3.7
19970923-03:00,Haze,23,0,0,34.1,66,,1010,0,0,30,0,0,2.2,290,WNW,,,7.4
19970923-04:00,Haze,23,0,0,36.8,59,,1010,0,0,32,0,0,2.5,280,West,,,9.3
19970923-05:00,Haze,23,0,0,37.8,55,,1010,0,0,33,0,0,3.5,290,WNW,,,11.1
19970923-06:00,Haze,23,0,0,40.3,49,,1009,0,0,35,0,0,4,270,West,,,11.1
19970923-07:00,Haze,21,0,0,39.5,41,,1008,0,0,36,0,0,5,290,WNW,,,13
19970923-08:00,Haze,20,0,0,38.8,39,,1007,0,0,36,0,0,5,310,NW,,,22.2
19970923-09:00,Scattered Clouds,22,0,0,40.6,44,,1007,0,0,36,0,0,6,320,NW,,,14.8
19970923-10:00,Partly Cloudy,21,0,0,39.5,41,,1006,0,0,36,0,0,6,290,WNW,,,16.7
19970923-13:00,Smoke,22,0,0,36.9,52,,1006,0,0,33,0,0,4,330,NNW,,,3.7
19970923-14:00,Smoke,22,0,0,36.9,52,,1006,0,0,33,0,0,4,320,NW,,,7.4
19970923-15:00,Smoke,23,0,0,35.4,62,,1007,0,0,31,0,0,4,290,WNW,,,5.6
19970923-16:00,Haze,23,0,0,34.1,66,,1007,0,0,30,0,0,4,0,North,,,0
19970923-17:00,Smoke,23,0,0,32.7,70,,1007,0,0,29,0,0,3.5,0,North,,,0
19970923-18:00,Haze,23,0,0,32.7,70,,1007,0,0,29,0,0,,0,North,,,
19970923-20:00,Haze,23,0,0,29.6,79,,1006,0,0,27,0,0,2.5,0,North,,,0
19970923-21:00,Haze,23,0,0,29.6,79,,1006,0,0,27,0,0,,0,North,,,
19970923-22:00,Haze,22,0,0,29.2,74,,1006,0,0,27,0,0,3,250,WSW,,,3.7
19970923-23:00,Haze,22,0,0,,78,,1006,0,0,26,0,0,3,0,North,,,0
19970924-00:00,Unknown,,0,0,,N/A,,-9999,0,0,,0,0,,0,North,,,
19970924-01:00,Haze,21,0,0,28.9,70,,1008,0,0,27,0,0,3,250,WSW,,,9.3
19970924-02:00,Haze,21,0,0,30.2,66,,1008,0,0,28,0,0,3.5,260,West,,,7.4
19970924-03:00,Haze,22,0,0,34.4,58,,1009,0,0,31,0,0,3.5,250,WSW,,,5.6
19970924-04:00,Haze,22,0,0,36.9,52,,1009,0,0,33,0,0,3.5,260,West,,,7.4
19970924-05:00,Haze,20,0,0,37.5,41,,1008,0,0,35,0,0,5,250,WSW,,,9.3
19970924-06:00,Partly Cloudy,20,0,0,38.8,39,,1007,0,0,36,0,0,7,290,WNW,,,13
19970924-07:00,Scattered Clouds,19,0,0,39.3,35,,1006,0,0,37,0,0,7,300,WNW,,,16.7
19970924-08:00,Scattered Clouds,17,0,0,37.8,30,,1006,0,0,37,0,0,7,300,WNW,,,27.8
19970924-09:00,Scattered Clouds,17,0,0,37.8,30,,1005,0,0,37,0,0,7,290,WNW,,,18.5
19970924-10:00,Partly Cloudy,15,0,0,37.9,25,,1005,0,0,38,0,0,8,300,WNW,,,14.8
19970924-11:00,Partly Cloudy,13,0,0,36.2,24,,1005,0,0,37,0,0,8,290,WNW,,,18.5
19970924-12:00,Partly Cloudy,18,0,0,37.2,34,,1005,0,0,36,0,0,7,310,NW,,,14.8
19970924-13:00,Haze,20,0,0,36.5,44,,1005,0,0,34,0,0,5,0,North,,,0
19970924-14:00,Haze,22,0,0,35.6,55,,1006,0,0,32,0,0,,0,North,,,0
19970924-15:00,Haze,23,0,0,35.4,62,,1006,0,0,31,0,0,2.5,0,North,,,0
19970924-16:00,Haze,23,0,0,32.7,70,,1007,0,0,29,0,0,2.5,0,North,,,0
19970924-17:00,Haze,23,0,0,32.7,70,,1007,0,0,29,0,0,2.5,0,North,,,0
19970924-18:00,Haze,23,0,0,32.7,70,,1006,0,0,29,0,0,2,0,North,,,0
19970924-19:00,Haze,23,0,0,32.7,70,,1006,0,0,29,0,0,2,0,North,,,0
19970924-20:00,Haze,23,0,0,31.2,74,,1006,0,0,28,0,0,2,0,North,,,0
19970924-21:00,Haze,22,0,0,29.2,74,,1006,0,0,27,0,0,2,210,SSW,,,7.4
19970924-22:00,Haze,22,0,0,29.2,74,,1006,0,0,27,0,0,2.5,0,North,,,0
